year0,orig_reg,dest_reg,flow
2000,Latin America & Caribbean,Africa,12147
2000,Latin America & Caribbean,Eastern Asia,34382
2000,Latin America & Caribbean,Eastern Europe & Central Asia,17081
2000,Latin America & Caribbean,Europe,1468356
2000,Latin America & Caribbean,Latin America & Caribbean,748813
2000,Latin America & Caribbean,Northern America,4291911
2000,Latin America & Caribbean,Oceania,14607
2000,Latin America & Caribbean,Southern Asia,200
2000,Latin America & Caribbean,Western Asia,23849
2000,Northern America,Africa,125231
2000,Northern America,Eastern Asia,89452
2000,Northern America,Eastern Europe & Central Asia,191580
2000,Northern America,Europe,1088037
2000,Northern America,Latin America & Caribbean,212024
2000,Northern America,Northern America,86649
2000,Northern America,Oceania,38819
2000,Northern America,Southern Asia,16791
2000,Northern America,Western Asia,107140
2000,Oceania,Africa,46835
2000,Oceania,Eastern Asia,17544
2000,Oceania,Eastern Europe & Central Asia,11168
2000,Oceania,Europe,108234
2000,Oceania,Latin America & Caribbean,3573
2000,Oceania,Northern America,44940
2000,Oceania,Oceania,147602
2000,Oceania,Southern Asia,67
2000,Oceania,Western Asia,29945
2000,Southern Asia,Africa,67253
2000,Southern Asia,Eastern Asia,559989
2000,Southern Asia,Eastern Europe & Central Asia,24711
2000,Southern Asia,Europe,1161180
2000,Southern Asia,Latin America & Caribbean,5995
2000,Southern Asia,Northern America,1123430
2000,Southern Asia,Oceania,206880
2000,Southern Asia,Southern Asia,2390117
2000,Southern Asia,Western Asia,2432225
2000,Western Asia,Africa,332584
2000,Western Asia,Eastern Asia,9639
2000,Western Asia,Eastern Europe & Central Asia,474240
2000,Western Asia,Europe,529135
2000,Western Asia,Latin America & Caribbean,18062
2000,Western Asia,Northern America,177349
2000,Western Asia,Oceania,29367
2000,Western Asia,Southern Asia,63858
2000,Western Asia,Western Asia,1374515
2005,Africa,Africa,3205025
2005,Africa,Eastern Asia,2278
2005,Africa,Eastern Europe & Central Asia,22231
2005,Africa,Europe,1747408
2005,Africa,Latin America & Caribbean,8056
2005,Africa,Northern America,446391
2005,Africa,Oceania,42932
2005,Africa,Southern Asia,67
2005,Africa,Western Asia,582012
2005,Eastern Asia,Africa,76167
2005,Eastern Asia,Eastern Asia,3234013
2005,Eastern Asia,Eastern Europe & Central Asia,208269
2005,Eastern Asia,Europe,1634183
2005,Eastern Asia,Latin America & Caribbean,70682
2005,Eastern Asia,Northern America,3395991
2005,Eastern Asia,Oceania,811576
2005,Eastern Asia,Southern Asia,251178
2005,Eastern Asia,Western Asia,1130536
2005,Eastern Europe & Central Asia,Africa,3238
2005,Eastern Europe & Central Asia,Eastern Asia,3987
2005,Eastern Europe & Central Asia,Eastern Europe & Central Asia,1016175
2005,Eastern Europe & Central Asia,Europe,1038993
2005,Eastern Europe & Central Asia,Latin America & Caribbean,352
2005,Eastern Europe & Central Asia,Northern America,2050
2005,Eastern Europe & Central Asia,Oceania,172
2005,Eastern Europe & Central Asia,Southern Asia,3203
2005,Eastern Europe & Central Asia,Western Asia,10809
2005,Europe,Africa,520956
2005,Europe,Eastern Asia,7946
2005,Europe,Eastern Europe & Central Asia,983874
2005,Europe,Europe,2503182
2005,Europe,Latin America & Caribbean,52573
2005,Europe,Northern America,122285
2005,Europe,Oceania,65864
2005,Europe,Southern Asia,2224
2005,Europe,Western Asia,172931
2005,Latin America & Caribbean,Africa,28902
2005,Latin America & Caribbean,Eastern Asia,12755
2005,Latin America & Caribbean,Eastern Europe & Central Asia,27121
2005,Latin America & Caribbean,Europe,1057432
2005,Latin America & Caribbean,Latin America & Caribbean,879516
2005,Latin America & Caribbean,Northern America,2051779
2005,Latin America & Caribbean,Oceania,17220
2005,Latin America & Caribbean,Southern Asia,78
2005,Latin America & Caribbean,Western Asia,30677
2005,Northern America,Africa,142478
2005,Northern America,Eastern Asia,30878
2005,Northern America,Eastern Europe & Central Asia,405199
2005,Northern America,Europe,680475
2005,Northern America,Latin America & Caribbean,368768
2005,Northern America,Northern America,107425
2005,Northern America,Oceania,31436
2005,Northern America,Southern Asia,337
2005,Northern America,Western Asia,128023
2005,Oceania,Africa,84211
2005,Oceania,Eastern Asia,10631
2005,Oceania,Eastern Europe & Central Asia,32519
2005,Oceania,Europe,141164
2005,Oceania,Latin America & Caribbean,8990
2005,Oceania,Northern America,47054
2005,Oceania,Oceania,155112
2005,Oceania,Southern Asia,209
2005,Oceania,Western Asia,31655
2005,Southern Asia,Africa,114260
2005,Southern Asia,Eastern Asia,689220
2005,Southern Asia,Eastern Europe & Central Asia,60083
2005,Southern Asia,Europe,1994994
2005,Southern Asia,Latin America & Caribbean,15554
2005,Southern Asia,Northern America,1903991
2005,Southern Asia,Oceania,471554
2005,Southern Asia,Southern Asia,2032737
2005,Southern Asia,Western Asia,5474670
2005,Western Asia,Africa,79637
2005,Western Asia,Eastern Asia,1176
2005,Western Asia,Eastern Europe & Central Asia,612573
2005,Western Asia,Europe,307312
2005,Western Asia,Latin America & Caribbean,4779
2005,Western Asia,Northern America,119077
2005,Western Asia,Oceania,26209
2005,Western Asia,Southern Asia,20535
2005,Western Asia,Western Asia,1258411
2010,Africa,Africa,3498892
2010,Africa,Eastern Asia,7214
2010,Africa,Eastern Europe & Central Asia,36820
2010,Africa,Europe,1744666
2010,Africa,Latin America & Caribbean,22516
2010,Africa,Northern America,825409
2010,Africa,Oceania,107072
2010,Africa,Southern Asia,869
2010,Africa,Western Asia,675984
2010,Eastern Asia,Africa,21043
2010,Eastern Asia,Eastern Asia,2178887
2010,Eastern Asia,Eastern Europe & Central Asia,85849
2010,Eastern Asia,Europe,565937
2010,Eastern Asia,Latin America & Caribbean,40990
2010,Eastern Asia,Northern America,1593311
2010,Eastern Asia,Oceania,359676
2010,Eastern Asia,Southern Asia,2097
2010,Eastern Asia,Western Asia,380948
2010,Eastern Europe & Central Asia,Africa,1760
2010,Eastern Europe & Central Asia,Eastern Asia,25689
2010,Eastern Europe & Central Asia,Eastern Europe & Central Asia,1354018
2010,Eastern Europe & Central Asia,Europe,566555
2010,Eastern Europe & Central Asia,Latin America & Caribbean,1438
2010,Eastern Europe & Central Asia,Northern America,43438
2010,Eastern Europe & Central Asia,Oceania,2543
2010,Eastern Europe & Central Asia,Southern Asia,0
2010,Eastern Europe & Central Asia,Western Asia,88158
2010,Europe,Africa,175242
2010,Europe,Eastern Asia,10825
2010,Europe,Eastern Europe & Central Asia,601772
2010,Europe,Europe,2006166
2010,Europe,Latin America & Caribbean,168391
2010,Europe,Northern America,449838
2010,Europe,Oceania,222712
2010,Europe,Southern Asia,14
2010,Europe,Western Asia,223626
2010,Latin America & Caribbean,Africa,4648
2010,Latin America & Caribbean,Eastern Asia,14653
2010,Latin America & Caribbean,Eastern Europe & Central Asia,9782
2010,Latin America & Caribbean,Europe,290048
2010,Latin America & Caribbean,Latin America & Caribbean,682464
2010,Latin America & Caribbean,Northern America,2195385
2010,Latin America & Caribbean,Oceania,22709
2010,Latin America & Caribbean,Southern Asia,0
2010,Latin America & Caribbean,Western Asia,10966
2010,Northern America,Africa,11244
2010,Northern America,Eastern Asia,44196
2010,Northern America,Eastern Europe & Central Asia,172959
2010,Northern America,Europe,213784
2010,Northern America,Latin America & Caribbean,207948
2010,Northern America,Northern America,112105
2010,Northern America,Oceania,37692
2010,Northern America,Southern Asia,0
2010,Northern America,Western Asia,26320
2010,Oceania,Africa,6264
2010,Oceania,Eastern Asia,6773
2010,Oceania,Eastern Europe & Central Asia,15882
2010,Oceania,Europe,79224
2010,Oceania,Latin America & Caribbean,4123
2010,Oceania,Northern America,45753
2010,Oceania,Oceania,184822
2010,Oceania,Southern Asia,0
2010,Oceania,Western Asia,11272
2010,Southern Asia,Africa,51368
2010,Southern Asia,Eastern Asia,505476
2010,Southern Asia,Eastern Europe & Central Asia,42952
2010,Southern Asia,Europe,1168379
2010,Southern Asia,Latin America & Caribbean,9744
2010,Southern Asia,Northern America,1420783
2010,Southern Asia,Oceania,316133
2010,Southern Asia,Southern Asia,1306389
2010,Southern Asia,Western Asia,3106273
2010,Western Asia,Africa,244112
2010,Western Asia,Eastern Asia,7958
2010,Western Asia,Eastern Europe & Central Asia,395673
2010,Western Asia,Europe,431518
2010,Western Asia,Latin America & Caribbean,6412
2010,Western Asia,Northern America,323827
2010,Western Asia,Oceania,65140
2010,Western Asia,Southern Asia,36058
2010,Western Asia,Western Asia,4519158
